1000
1,22
1,36
1,42
1,163
1,232
1,244
1,246
1,281
1,287
1,316
1,430
1,431
1,534
1,572
1,573
1,598
1,599
1,635
1,642
1,670
1,686
1,696
1,697
1,708
1,718
1,730
1,750
1,753
1,804
1,827
1,845
1,853
1,868
1,875
1,913
1,930
1,931
1,933
1,962
1,998
2,16
2,27
2,44
2,92
2,134
2,151
2,170
2,182
2,224
2,304
2,319
2,325
2,328
2,340
2,370
2,372
2,436
2,467
2,485
2,488
2,521
2,575
2,606
2,650
2,651
2,658
2,744
2,759
2,784
2,792
2,835
2,936
2,944
3,43
3,46
3,54
3,114
3,231
3,261
3,374
3,418
3,419
3,558
3,662
3,689
3,712
3,731
3,865
3,871
3,944
3,977
3,990
3,993
4,41
4,47
4,50
4,69
4,91
4,117
4,175
4,199
4,260
4,266
4,274
4,335
4,348
4,359
4,372
4,441
4,459
4,471
4,506
4,552
4,606
4,622
4,661
4,744
4,773
4,807
4,813
4,849
4,856
4,863
4,937
4,953
4,976
4,997
5,32
5,32
5,49
5,57
5,131
5,182
5,192
5,206
5,264
5,317
5,325
5,328
5,333
5,345
5,348
5,352
5,359
5,418
5,529
5,568
5,595
5,618
5,622
5,669
5,712
5,747
5,764
5,806
5,830
5,841
5,877
5,937
5,946
5,953
5,958
5,987
5,997
6,26
6,28
6,35
6,105
6,155
6,244
6,246
6,819
6,911
7,29
7,93
7,148
7,152
7,168
7,173
7,176
7,211
7,232
7,235
7,247
7,256
7,259
7,283
7,323
7,332
7,412
7,439
7,456
7,477
7,479
7,502
7,527
7,530
7,539
7,544
7,566
7,590
7,596
7,603
7,605
7,614
7,617
7,642
7,649
7,666
7,691
7,705
7,735
7,746
7,763
7,776
7,785
7,799
7,833
7,902
7,911
7,915
7,933
7,941
7,942
7,947
8,98
8,125
8,190
8,347
8,360
8,373
8,379
8,396
8,427
8,432
8,487
8,499
8,505
8,523
8,546
8,573
8,624
8,625
8,644
8,668
8,713
8,827
8,844
8,846
8,859
8,888
8,974
9,37
9,47
9,142
9,150
9,160
9,179
9,206
9,218
9,242
9,260
9,329
9,335
9,409
9,422
9,442
9,465
9,472
9,493
9,517
9,545
9,547
9,568
9,602
9,606
9,692
9,723
9,731
9,736
9,830
9,855
9,865
9,885
9,950
9,981
10,16
10,37
10,56
10,59
10,88
10,164
10,253
10,262
10,304
10,335
10,351
10,467
10,469
10,484
10,518
10,521
10,587
10,610
10,681
10,694
10,722
10,734
10,756
10,775
10,808
10,812
10,825
10,870
10,873
10,894
10,897
11,50
11,63
11,100
11,143
11,231
11,250
11,291
11,371
11,389
11,429
11,448
11,483
11,547
11,578
11,579
11,620
11,628
11,656
11,692
11,706
11,725
11,727
11,796
11,808
11,825
11,840
11,865
11,871
11,910
11,928
11,943
12,15
12,30
12,54
12,124
12,129
12,172
12,193
12,199
12,228
12,250
12,255
12,275
12,285
12,290
12,328
12,407
12,419
12,467
12,476
12,492
12,518
12,545
12,575
12,604
12,610
12,651
12,674
12,729
12,731
12,737
12,747
12,748
12,769
12,780
12,905
12,966
12,989
13,17
13,23
13,29
13,60
13,62
13,71
13,84
13,103
13,107
13,126
13,173
13,176
13,202
13,208
13,223
13,235
13,288
13,318
13,320
13,332
13,342
13,356
13,379
13,380
13,386
13,450
13,500
13,523
13,530
13,536
13,543
13,544
13,551
13,586
13,590
13,624
13,625
13,666
13,699
13,716
13,783
13,811
13,826
13,827
13,836
13,883
13,916
13,918
13,929
13,939
13,962
13,991
14,36
14,68
14,73
14,80
14,83
14,169
14,188
14,287
14,323
14,408
14,421
14,427
14,457
14,559
14,565
14,630
14,645
14,676
14,702
14,711
14,735
14,804
14,827
14,860
14,895
14,920
14,923
14,939
14,983
15,34
15,36
15,479
15,648
15,833
15,947
15,948
16,48
16,52
16,64
16,78
16,180
16,226
16,235
16,353
16,393
16,423
16,426
16,454
16,477
16,596
16,685
16,686
16,763
16,778
16,817
16,844
16,892
16,912
16,915
16,942
16,945
16,947
16,947
16,947
16,948
17,49
17,134
17,217
17,264
17,329
17,367
17,372
17,388
17,419
17,497
17,518
17,547
17,579
17,710
17,781
17,794
17,808
17,830
17,849
17,864
17,866
17,878
17,894
17,897
17,917
18,38
18,137
18,148
18,305
18,313
18,323
18,637
18,666
18,767
18,920
18,969
19,24
19,46
19,100
19,114
19,134
19,170
19,217
19,262
19,274
19,285
19,319
19,335
19,337
19,370
19,488
19,521
19,547
19,549
19,580
19,591
19,602
19,656
19,662
19,722
19,725
19,727
19,729
19,733
19,740
19,749
19,770
19,784
19,810
19,843
19,887
19,944
20,61
20,110
20,119
20,125
20,128
20,138
20,166
20,169
20,176
20,211
20,230
20,248
20,292
20,306
20,330
20,375
20,380
20,412
20,443
20,462
20,490
20,496
20,499
20,553
20,576
20,633
20,699
20,711
20,730
20,772
20,803
20,872
20,892
20,899
20,957
20,983
21,41
21,56
21,91
21,109
21,139
21,224
21,237
21,265
21,319
21,339
21,406
21,418
21,422
21,495
21,517
21,540
21,557
21,583
21,595
21,618
21,667
21,681
21,723
21,749
21,756
21,784
21,791
21,805
21,807
21,810
21,824
21,864
21,881
21,906
21,953
21,971
21,997
22,24
22,25
22,56
22,114
22,274
22,290
22,296
22,329
22,339
22,359
22,389
22,394
22,400
22,540
22,628
22,638
22,657
