5000
1,26
1,28
1,29
1,30
1,58
1,78
1,91
1,96
1,97
1,116
1,160
1,190
1,191
1,192
1,219
1,264
1,269
1,286
1,291
1,320
1,362
1,371
1,393
1,425
1,469
1,548
1,643
1,645
1,668
1,721
1,726
1,727
1,759
1,801
1,804
1,835
1,841
1,858
1,924
1,961
1,969
1,1057
1,1116
1,1124
1,1126
1,1134
1,1220
1,1232
1,1242
1,1247
1,1279
1,1290
1,1299
1,1304
1,1331
1,1355
1,1364
1,1388
1,1395
1,1402
1,1425
1,1446
1,1497
1,1498
1,1565
1,1586
1,1604
1,1666
1,1675
1,1692
1,1696
1,1700
1,1705
1,1735
1,1786
1,1830
1,1838
1,1961
1,1968
1,1992
1,2017
1,2101
1,2143
1,2196
1,2251
1,2282
1,2297
1,2313
1,2340
1,2394
1,2395
1,2400
1,2401
1,2405
1,2479
1,2482
1,2488
1,2492
1,2518
1,2522
1,2553
1,2579
1,2595
1,2606
1,2617
1,2649
1,2709
1,2749
1,2758
1,2768
1,2787
1,2870
1,2883
1,2936
1,3021
1,3074
1,3109
1,3122
1,3132
1,3171
1,3178
1,3209
1,3241
1,3250
1,3326
1,3352
1,3372
1,3375
1,3382
1,3402
1,3411
1,3502
1,3557
1,3558
1,3567
1,3636
1,3640
1,3646
1,3665
1,3678
1,3688
1,3727
1,3763
1,3892
1,3913
1,4003
1,4010
1,4042
1,4101
1,4240
1,4291
1,4308
1,4398
1,4426
1,4440
1,4474
1,4484
1,4499
1,4516
1,4580
1,4596
1,4623
1,4653
1,4666
1,4725
1,4780
1,4839
1,4882
1,4888
1,4909
1,4923
1,4946
2,40
2,57
2,89
2,119
2,152
2,196
2,214
2,293
2,390
2,468
2,497
2,501
2,610
2,616
2,683
2,702
2,771
2,842
2,868
2,905
2,917
2,944
2,986
2,1000
2,1008
2,1021
2,1024
2,1068
2,1088
2,1115
2,1158
2,1250
2,1256
2,1384
2,1415
2,1424
2,1429
2,1486
2,1496
2,1510
2,1535
2,1588
2,1602
2,1648
2,1677
2,1697
2,1708
2,1713
2,1804
2,1820
2,1864
2,1866
2,1881
2,1919
2,1933
2,1949
2,1971
2,2020
2,2027
2,2090
2,2114
2,2163
2,2165
2,2208
2,2289
2,2346
2,2413
2,2424
2,2432
2,2468
2,2494
2,2515
2,2523
2,2526
2,2535
2,2558
2,2590
2,2603
2,2612
2,2641
2,2664
2,2676
2,2763
2,2774
2,2778
2,2794
2,2889
2,3007
2,3008
2,3015
2,3060
2,3166
2,3168
2,3246
2,3257
2,3265
2,3310
2,3334
2,3416
2,3443
2,3453
2,3480
2,3496
2,3525
2,3561
2,3564
2,3620
2,3653
2,3654
2,3660
2,3673
2,3682
2,3710
2,3746
2,3767
2,3769
2,3822
2,3905
2,3912
2,3921
2,3978
2,4068
2,4077
2,4084
2,4144
2,4169
2,4179
2,4195
2,4235
2,4257
2,4262
2,4365
2,4394
2,4429
2,4453
2,4509
2,4522
2,4530
2,4545
2,4640
2,4669
2,4671
2,4904
2,4911
3,30
3,51
3,75
3,83
3,160
3,209
3,232
3,318
3,346
3,352
3,376
3,385
3,482
3,489
3,574
3,586
3,621
3,646
3,649
3,686
3,721
3,723
3,759
3,812
3,818
3,837
3,886
3,966
