what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335756783388
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1335756783411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335756791669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335756996735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335757000316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760541372
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1335760557256
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1335760557282
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1335760557293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760558705
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1335760569461
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1335760569960
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1335760569967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760570210
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1335760570456
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1335760570495
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1335760570570
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1335760580556
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1335760580558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760587884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760589364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1335760589411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760590932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760592348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1335760592401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760596485
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1335760606296
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1335760606529
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1335760606561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760607472
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1335760608293
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335760608342
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335760608493
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1335760608875
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1335760614376
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1335760614479
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1335760614557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760614600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760616856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760616989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760618771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760629871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760889687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335760891169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761354427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761360155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761461484
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1335761475048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761484978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761494283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761499407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761501850
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335761512175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761519172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761519334
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1335761534407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335761545950
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1335761547567
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335761547888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761561218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761638151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761639019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761709309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761710292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761843147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335761845644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761848446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761853395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761854643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761861864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335761871566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761873667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761879126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761890431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761892635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335761900728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761910304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761930181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761941435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761945442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761954295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761955896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761976652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761979177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761993432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335761995842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762059115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762073262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762095730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335762102866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762136335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762139491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762144767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762155779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762167635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762176468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762199097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762200130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762210146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762273712
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335762277445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335762285809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335762288481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335762297891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335762299539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762304489
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335762334008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762341926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762342216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762346354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762348445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762352267
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335762353895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762355347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762355596
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335762364918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762367207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762367503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335762381314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335762383475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762391093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762391346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762391750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762392136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762406429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762413396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762414402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762424195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335762425954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762446411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762475310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762482204
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335762495925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335762499106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762501447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762518386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335762531017
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335762540596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762540995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762542338
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335762543322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762561753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762578452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762581649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762603127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762665952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762877904
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335762923010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762926602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762926892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335762931157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335762937585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763027719
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335763049757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335763053278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763055735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763091575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335763093234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335763098069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335763100839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763108260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763116191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335763116946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335763119611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763164000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763231248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335763382661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763402204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763403504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335763407003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335763414101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335763416517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335763505779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763508782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763762099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763834763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763903798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335763996809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335764042405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335764043976
